n,topology,strategy,recall,reduction,centrality_corr,edges_gt,edges_ris
500,watts_strogatz,logarithmic,0.1072,0.8910941883767535,0.22429551521961436,2500,13586
500,watts_strogatz,logarithmic,0.1048,0.8910380761523046,0.1222475356886126,2500,13593
500,watts_strogatz,logarithmic,0.1044,0.8912064128256513,0.09498496178512081,2500,13572
500,watts_strogatz,logarithmic,0.1112,0.891062124248497,0.11428301203451292,2500,13590
500,watts_strogatz,logarithmic,0.118,0.8912224448897795,0.14325050313831017,2500,13570
500,watts_strogatz,logarithmic,0.1104,0.8910781563126252,0.04184796261914573,2500,13588
500,watts_strogatz,logarithmic,0.1152,0.891438877755511,0.06289536751587924,2500,13543
500,watts_strogatz,logarithmic,0.1072,0.8914068136272545,0.07602330874565232,2500,13547
500,watts_strogatz,logarithmic,0.1028,0.8911663326653306,0.08852736128633822,2500,13577
500,watts_strogatz,logarithmic,0.1,0.8910861723446893,0.12037962982576403,2500,13587
500,watts_strogatz,logarithmic,0.1004,0.8913346693386773,0.03057057250287696,2500,13556
500,watts_strogatz,logarithmic,0.1108,0.891190380761523,0.12835584384357987,2500,13574
500,watts_strogatz,logarithmic,0.1012,0.8912224448897795,0.14925332141325787,2500,13570
500,watts_strogatz,logarithmic,0.1064,0.891310621242485,0.055219508751001706,2500,13559
500,watts_strogatz,logarithmic,0.1116,0.891254509018036,0.0369236944854043,2500,13566
500,watts_strogatz,logarithmic,0.11,0.890877755511022,0.10868808528987196,2500,13613
500,watts_strogatz,logarithmic,0.1236,0.8913907815631262,0.045513202659533826,2500,13549
500,watts_strogatz,logarithmic,0.1096,0.8910781563126252,0.11614088624294652,2500,13588
500,watts_strogatz,logarithmic,0.1064,0.8912304609218437,0.12421223922765078,2500,13569
500,watts_strogatz,logarithmic,0.1068,0.8911102204408817,0.057680714298705776,2500,13584
500,watts_strogatz,logarithmic,0.1232,0.8907414829659319,0.08160147841493985,2500,13630
500,watts_strogatz,logarithmic,0.1068,0.8913987975951904,0.06117667509087033,2500,13548
500,watts_strogatz,logarithmic,0.1244,0.8912705410821643,0.13275115174013774,2500,13564
500,stochastic_block,heuristic,0.36580825318026683,0.6301963927855712,0.5712987953519072,3223,46133
500,stochastic_block,heuristic,0.38070444104134765,0.6301002004008016,0.5974779630910877,3265,46145
500,stochastic_block,heuristic,0.37603833865814695,0.6304609218436874,0.5799059838339243,3130,46100
500,stochastic_block,heuristic,0.3781125115278205,0.6303246492985972,0.6263628809915401,3253,46117
500,stochastic_block,heuristic,0.3715880893300248,0.629691382765531,0.4949292128310996,3224,46196
500,stochastic_block,heuristic,0.37452948557089083,0.6309178356713427,0.598411892698124,3188,46043
500,stochastic_block,heuristic,0.365625,0.6303486973947896,0.5613825237325526,3200,46114
500,stochastic_block,heuristic,0.3646546359676416,0.6302444889779559,0.5929939816416526,3214,46127
500,stochastic_block,heuristic,0.3585905830994699,0.6297555110220441,0.6022234407429264,3207,46188
500,stochastic_block,heuristic,0.3742390259532201,0.6310460921843688,0.5630272106942815,3121,46027
500,stochastic_block,heuristic,0.3684710351377018,0.6302124248496994,0.6273950823363724,3159,46131
500,stochastic_block,heuristic,0.36415272956768696,0.6301803607214429,0.556704376734798,3169,46135
500,stochastic_block,heuristic,0.3630593462392891,0.630997995991984,0.5629666341890477,3151,46033
500,stochastic_block,heuristic,0.36776602364654637,0.6311342685370742,0.6028918440784891,3214,46016
500,stochastic_block,heuristic,0.3695033217336286,0.62974749498998,0.6116668154926769,3161,46189
500,stochastic_block,heuristic,0.3723165652034604,0.6301402805611223,0.5890826801348406,3121,46140
500,stochastic_block,heuristic,0.36357927786499217,0.6305651302605211,0.5857856890244199,3185,46087
500,stochastic_block,heuristic,0.36927899686520377,0.62974749498998,0.6258532518976584,3190,46189
500,stochastic_block,heuristic,0.38502011761064686,0.6300120240480962,0.6019839141137477,3231,46156
500,stochastic_block,heuristic,0.36604859335038364,0.63062124248497,0.6017688625444798,3128,46080
500,stochastic_block,heuristic,0.3696266080953875,0.6311102204408818,0.5879860186404804,3187,46019
500,stochastic_block,heuristic,0.3491671807526218,0.6299959919839679,0.5357403109444686,3242,46158
500,stochastic_block,heuristic,0.36574074074074076,0.6310701402805612,0.597008328460106,3240,46024
500,stochastic_block,heuristic,0.3873990306946688,0.6296192384769539,0.6307298306358473,3095,46205
500,stochastic_block,heuristic,0.36311605723370427,0.630308617234469,0.5692274672107389,3145,46119
500,stochastic_block,heuristic,0.37077625570776257,0.6297074148296593,0.5992133107498181,3285,46194
500,stochastic_block,heuristic,0.3663335415365397,0.6309258517034069,0.5211267691701159,3202,46042
500,stochastic_block,heuristic,0.3620094191522763,0.630685370741483,0.5875984038971914,3185,46072
500,stochastic_block,heuristic,0.3534297139341741,0.630188376753507,0.6152628214673415,3251,46134
500,stochastic_block,heuristic,0.3575436408977556,0.6302044088176353,0.5891043670163951,3208,46132
500,stochastic_block,logarithmic,0.11544461778471139,0.8911823647294589,0.25390873653544616,3205,13575
500,stochastic_block,logarithmic,0.11622737376945062,0.8906773547094189,0.32905798710861295,3149,13638
500,stochastic_block,logarithmic,0.11160857051487048,0.8914068136272545,0.33927952045287674,3127,13547
500,stochastic_block,logarithmic,0.10131032278683286,0.8910701402805611,0.3122006405294778,3129,13589
500,stochastic_block,logarithmic,0.11568444028687247,0.8910781563126252,0.3097811377891062,3207,13588
500,stochastic_block,logarithmic,0.09434561626429479,0.8911422845691382,0.29506939081281275,3148,13580
500,stochastic_block,logarithmic,0.1110077519379845,0.8912304609218437,0.28941353395484276,3225,13569
500,stochastic_block,logarithmic,0.10751374465485644,0.8911983967935871,0.38834818852762765,3274,13573
500,stochastic_block,logarithmic,0.10946196660482375,0.891503006012024,0.37960319886928306,3234,13535
500,stochastic_block,logarithmic,0.11227961645530467,0.89112625250501,0.3638009314099544,3233,13582
500,stochastic_block,logarithmic,0.10754716981132076,0.8912464929859719,0.27532388302440985,3180,13567
500,stochastic_block,logarithmic,0.11024844720496894,0.8914228456913827,0.2870190152903078,3220,13545
500,stochastic_block,logarithmic,0.11021920345785736,0.8909739478957915,0.3695410002378437,3239,13601
500,stochastic_block,logarithmic,0.1003125,0.8909899799599198,0.2846833393562077,3200,13599
500,stochastic_block,logarithmic,0.1055607917059378,0.8913827655310621,0.29679858024971834,3183,13550
500,stochastic_block,logarithmic,0.1078735275883447,0.8911182364729459,0.3044226569229315,3226,13583
500,stochastic_block,logarithmic,0.09707192870782941,0.8911583166332665,0.3235146814690429,3142,13578
500,stochastic_block,logarithmic,0.10524710189139719,0.891254509018036,0.3464204900693178,3278,13566
500,stochastic_block,logarithmic,0.10920634920634921,0.891254509018036,0.27423615700482007,3150,13566
500,stochastic_block,logarithmic,0.10096905282900906,0.8910781563126252,0.34993841272404874,3199,13588
500,stochastic_block,logarithmic,0.10856604957640414,0.89112625250501,0.35647587313803825,3187,13582
500,stochastic_block,logarithmic,0.11179123711340207,0.8911102204408817,0.30402168149153636,3104,13584
500,stochastic_block,logarithmic,0.11795994993742177,0.8912625250501002,0.3577978327475106,3196,13565
500,stochastic_block,logarithmic,0.11218448114677469,0.8911823647294589,0.2863828318808289,3209,13575
500,stochastic_block,logarithmic,0.10872274143302181,0.8909899799599198,0.3047860958526462,3210,13599
500,stochastic_block,logarithmic,0.10737426720148102,0.8914869739478958,0.3621573692774519,3241,13537
500,stochastic_block,logarithmic,0.11011721159777915,0.8914308617234469,0.29913011561352476,3242,13544
500,stochastic_block,logarithmic,0.11018843819865858,0.8912865731462926,0.34178135238300145,3131,13562
500,stochastic_block,logarithmic,0.10872313527180784,0.8909739478957915,0.31471786867649065,3164,13601
500,stochastic_block,logarithmic,0.10744316412332607,0.8909258517034068,0.33031472577854004,3211,13607
500,powerlaw_cluster,heuristic,0.37414141414141416,0.6300040080160321,0.9341983700660471,2475,46157
500,powerlaw_cluster,heuristic,0.3774807614418793,0.6299719438877756,0.9432394771034646,2469,46161
500,powerlaw_cluster,heuristic,0.3803556992724333,0.6308857715430862,0.9400508788748934,2474,46047
500,powerlaw_cluster,heuristic,0.3659919028340081,0.6307975951903808,0.9185777826759383,2470,46058
500,powerlaw_cluster,heuristic,0.3616848926690968,0.6301482965931864,0.9323061633128188,2469,46139
500,powerlaw_cluster,heuristic,0.36533009315512355,0.6301162324649299,0.9316364529639857,2469,46143
500,powerlaw_cluster,heuristic,0.36878285483218765,0.6307414829659319,0.9268406980097059,2473,46065
500,powerlaw_cluster,heuristic,0.3730800323362975,0.6302685370741483,0.9284915390938823,2474,46124
500,powerlaw_cluster,heuristic,0.36771844660194175,0.630060120240481,0.9347283659174208,2472,46150
500,powerlaw_cluster,heuristic,0.3800080938891137,0.6296833667334669,0.9285612031170742,2471,46197
500,powerlaw_cluster,heuristic,0.37044534412955465,0.6299799599198397,0.9310753611452174,2470,46160
500,powerlaw_cluster,heuristic,0.3640776699029126,0.6303406813627255,0.9027512423282118,2472,46115
500,powerlaw_cluster,heuristic,0.38794498381877024,0.6303326653306613,0.9415491958528757,2472,46116
500,powerlaw_cluster,heuristic,0.3725728155339806,0.6304128256513026,0.9116608515408937,2472,46106
500,powerlaw_cluster,heuristic,0.3623129801860089,0.6316072144288577,0.9135601620099012,2473,45957
500,powerlaw_cluster,heuristic,0.36205501618122976,0.6308777555110221,0.9224287852830599,2472,46048
500,powerlaw_cluster,heuristic,0.3636731391585761,0.629875751503006,0.9228441120660801,2472,46173
500,powerlaw_cluster,heuristic,0.3790453074433657,0.6301482965931864,0.9192171393420717,2472,46139
500,powerlaw_cluster,heuristic,0.3648867313915858,0.6303807615230461,0.9378173655433937,2472,46110
500,powerlaw_cluster,heuristic,0.3967611336032389,0.6310460921843688,0.9426497891513582,2470,46027
500,powerlaw_cluster,heuristic,0.37155591572123176,0.6305170340681363,0.9198247897492002,2468,46093
500,powerlaw_cluster,heuristic,0.3880113406237343,0.6300120240480962,0.9385233876045294,2469,46156
500,powerlaw_cluster,heuristic,0.3770757391656541,0.6306132264529059,0.9184873095969225,2469,46081
500,powerlaw_cluster,heuristic,0.3723188992310805,0.6312144288577155,0.9249403157413578,2471,46006
500,powerlaw_cluster,heuristic,0.3589329021827001,0.630557114228457,0.916909080448854,2474,46088
500,powerlaw_cluster,heuristic,0.377175232699312,0.6307414829659319,0.9198287672254971,2471,46065
500,powerlaw_cluster,heuristic,0.3905301497369486,0.6307014028056113,0.9376614192469859,2471,46070
500,powerlaw_cluster,heuristic,0.38091386979377273,0.6303967935871744,0.9261767585345952,2473,46108
500,powerlaw_cluster,heuristic,0.37505062778452813,0.6292665330661322,0.9289284504956022,2469,46249
500,powerlaw_cluster,heuristic,0.38091386979377273,0.6303006012024048,0.9215735921887833,2473,46120
500,powerlaw_cluster,logarithmic,0.11156022635408246,0.8911102204408817,0.7827101031350229,2474,13584
500,powerlaw_cluster,logarithmic,0.09874544718737353,0.8910701402805611,0.7299223599386099,2471,13589
500,powerlaw_cluster,logarithmic,0.10850202429149798,0.8909979959919839,0.7648162109236349,2470,13598
500,powerlaw_cluster,logarithmic,0.10747474747474747,0.8911503006012024,0.7421170935223586,2475,13579
500,powerlaw_cluster,logarithmic,0.10355987055016182,0.89112625250501,0.6830365840283822,2472,13582
500,powerlaw_cluster,logarithmic,0.11398544866612773,0.8907414829659319,0.7276947786279367,2474,13630
500,powerlaw_cluster,logarithmic,0.1076923076923077,0.8911022044088176,0.7285694630186347,2470,13585
500,powerlaw_cluster,logarithmic,0.11776608660461352,0.89112625250501,0.7830853830366373,2471,13582
500,powerlaw_cluster,logarithmic,0.10764872521246459,0.8910781563126252,0.7576814682107673,2471,13588
500,powerlaw_cluster,logarithmic,0.10194174757281553,0.8911342685370741,0.774436333845914,2472,13581
500,powerlaw_cluster,logarithmic,0.10814094775212636,0.8912785571142284,0.7118821234277606,2469,13563
500,powerlaw_cluster,logarithmic,0.10445344129554655,0.8912224448897795,0.7680293509262568,2470,13570
500,powerlaw_cluster,logarithmic,0.11452853095912587,0.8911182364729459,0.7838201467790211,2471,13583
500,powerlaw_cluster,logarithmic,0.11731391585760517,0.8910140280561122,0.729354216782881,2472,13596
500,powerlaw_cluster,logarithmic,0.11214574898785425,0.8913507014028056,0.7386497061741615,2470,13554
500,powerlaw_cluster,logarithmic,0.09745248685806712,0.8911983967935871,0.7162048028347064,2473,13573
500,powerlaw_cluster,logarithmic,0.10922330097087378,0.8911583166332665,0.6963183017669496,2472,13578
500,powerlaw_cluster,logarithmic,0.09385113268608414,0.8909258517034068,0.7728542797119928,2472,13607
500,powerlaw_cluster,logarithmic,0.11124595469255663,0.8912384769539078,0.7844349619636114,2472,13568
500,powerlaw_cluster,logarithmic,0.10998786898503841,0.8909018036072144,0.7292177876855285,2473,13610
500,powerlaw_cluster,logarithmic,0.11317704122877931,0.891310621242485,0.7592229134293944,2474,13559
500,powerlaw_cluster,logarithmic,0.10701256586947709,0.89112625250501,0.7199083627425793,2467,13582
500,powerlaw_cluster,logarithmic,0.1048582995951417,0.8910220440881763,0.7649722032281931,2470,13595
500,powerlaw_cluster,logarithmic,0.11497975708502024,0.8911422845691382,0.7567869432004724,2470,13580
500,powerlaw_cluster,logarithmic,0.11160533764658309,0.8910861723446893,0.7619501726134611,2473,13587
500,powerlaw_cluster,logarithmic,0.11686211079660332,0.891310621242485,0.7731238417012989,2473,13559
500,powerlaw_cluster,logarithmic,0.11731391585760517,0.8910460921843687,0.7511926668599735,2472,13592
500,powerlaw_cluster,logarithmic,0.116410670978173,0.8910701402805611,0.7495514023945957,2474,13589
500,powerlaw_cluster,logarithmic,0.11736139214892756,0.8909178356713426,0.7452308027630943,2471,13608
500,powerlaw_cluster,logarithmic,0.11426256077795786,0.8909579158316633,0.7544319487651436,2468,13603
750,erdos_renyi,heuristic,0.19428793471925393,0.7979207832665777,0.47837723085137523,5147,56759
750,erdos_renyi,heuristic,0.2039010657550774,0.7980382732532265,0.45285090582188847,4973,56726
750,erdos_renyi,heuristic,0.19740208620350325,0.7981344014241211,0.4935813892095053,5081,56699
750,erdos_renyi,heuristic,0.20497774180493727,0.7982483311081442,0.44885541339518664,4942,56667
750,erdos_renyi,heuristic,0.20827300930713546,0.7978032932799288,0.4173494970841701,4835,56792
750,erdos_renyi,heuristic,0.2091982091982092,0.7981628838451269,0.4470464841141217,4914,56691
750,erdos_renyi,heuristic,0.20591836734693877,0.7978851802403204,0.4475430749785402,4900,56769
750,erdos_renyi,heuristic,0.21001196649381731,0.7980845571873609,0.39090385296561375,5014,56713
750,erdos_renyi,heuristic,0.20341023069207623,0.7981023587004895,0.466797427613761,4985,56708
750,erdos_renyi,heuristic,0.20903614457831327,0.7981450823319982,0.47960225478547325,4980,56696
750,erdos_renyi,heuristic,0.20100806451612904,0.7980275923453494,0.4022658718762173,4960,56729
750,erdos_renyi,heuristic,0.2013234409464608,0.7981379617267468,0.4520549618899598,4987,56698
750,erdos_renyi,heuristic,0.20149253731343283,0.7978353360035603,0.420922516955506,4824,56783
750,erdos_renyi,heuristic,0.19040986868284918,0.7979670672007121,0.40529882584102345,5026,56746
750,erdos_renyi,heuristic,0.20310267401510512,0.7978887405429461,0.419854921759326,4899,56768
750,erdos_renyi,heuristic,0.19747646705387542,0.7981913662661326,0.43397302370263463,4993,56683
750,erdos_renyi,heuristic,0.20342479884464618,0.7983871829105473,0.4463030609677936,4847,56628
750,erdos_renyi,heuristic,0.20106688551497742,0.797942145082332,0.4729641704360051,4874,56753
750,erdos_renyi,heuristic,0.21036708350141187,0.7977783711615487,0.44354327970379925,4958,56799
750,erdos_renyi,heuristic,0.2093812375249501,0.7980275923453494,0.43341119594065297,5010,56729
750,erdos_renyi,heuristic,0.20661808154421904,0.7979457053849577,0.4611520601033075,5077,56752
750,erdos_renyi,heuristic,0.20633339972117107,0.7982554517133956,0.43314720891741665,5021,56665
750,erdos_renyi,heuristic,0.2077534791252485,0.7979207832665777,0.44441242706106554,5030,56759
750,erdos_renyi,heuristic,0.1967633708308664,0.7980667556742322,0.47466058141393813,5067,56718
750,erdos_renyi,heuristic,0.20609756097560974,0.79830173564753,0.44654198717727217,4920,56652
750,erdos_renyi,heuristic,0.20796100731112915,0.7980809968847352,0.5195137594399294,4924,56714
750,erdos_renyi,heuristic,0.20206226452508427,0.7980418335558522,0.4510257355012527,5043,56725
750,erdos_renyi,heuristic,0.20220588235294118,0.7979350244770805,0.4523772028082178,4896,56755
750,erdos_renyi,heuristic,0.20044319097502014,0.7979919893190921,0.47776585145664013,4964,56739
750,erdos_renyi,heuristic,0.20849037889307678,0.7981237205162439,0.5056692973504296,5041,56702
750,erdos_renyi,logarithmic,0.0807147258163894,0.9216341789052069,0.3122801779440904,4869,22011
750,erdos_renyi,logarithmic,0.07914673046251994,0.9216519804183355,0.2923841154660023,5016,22006
750,erdos_renyi,logarithmic,0.07853294653957729,0.9216021361815754,0.3309530452039099,4826,22020
750,erdos_renyi,logarithmic,0.0777356986246761,0.9216875834445928,0.25748126515306347,5017,21996
750,erdos_renyi,logarithmic,0.07944664031620553,0.9216519804183355,0.24269278704635863,5060,22006
750,erdos_renyi,logarithmic,0.07936507936507936,0.9216092567868269,0.3386480830563519,5103,22018
750,erdos_renyi,logarithmic,0.07412701654073922,0.9214775255896751,0.2573749660197054,4897,22055
750,erdos_renyi,logarithmic,0.08092485549132948,0.9217409879839786,0.2646864102172393,4844,21981
750,erdos_renyi,logarithmic,0.07832639302002777,0.9216911437472185,0.2423580274498653,5043,21995
750,erdos_renyi,logarithmic,0.08127490039840637,0.9216733422340899,0.32777222470954626,5020,22000
750,erdos_renyi,logarithmic,0.07991886409736308,0.9214454828660437,0.27201808725416626,4930,22064
750,erdos_renyi,logarithmic,0.08030669895076675,0.9215380507343124,0.24994433967011373,4956,22038
750,erdos_renyi,logarithmic,0.07685967442818875,0.9215629728526925,0.27986114894400194,4853,22031
750,erdos_renyi,logarithmic,0.06938857602574416,0.9215594125500668,0.2970748188583438,4972,22032
750,erdos_renyi,logarithmic,0.08042242079610074,0.9216092567868269,0.2958588104464842,4924,22018
750,erdos_renyi,logarithmic,0.08116293155663235,0.9216733422340899,0.28426957285093646,4953,22000
750,erdos_renyi,logarithmic,0.08243435782617545,0.9215772140631954,0.27244269025526346,4913,22027
750,erdos_renyi,logarithmic,0.07784431137724551,0.9215166889185581,0.31571656139932136,5010,22044
750,erdos_renyi,logarithmic,0.08138101109741061,0.9215772140631954,0.26083350908562025,4866,22027
750,erdos_renyi,logarithmic,0.07402912621359223,0.9216163773920784,0.2742781238770415,4944,22016
750,erdos_renyi,logarithmic,0.08579409417398244,0.9215878949710725,0.2737665918368657,5012,22024
750,erdos_renyi,logarithmic,0.07782258064516129,0.9216982643524699,0.30963218062521,4960,21993
750,erdos_renyi,logarithmic,0.07659746018947793,0.9215914552736982,0.264565967666659,4961,22023
750,erdos_renyi,logarithmic,0.0821973550356053,0.9216128170894526,0.26435841809897215,4915,22017
750,erdos_renyi,logarithmic,0.07275236593059937,0.9215736537605697,0.26862461778410257,5072,22028
750,erdos_renyi,logarithmic,0.07398568019093078,0.9216377392078327,0.2538808044599935,5028,22010
750,erdos_renyi,logarithmic,0.07988702844462377,0.9216412995104584,0.3379161051477043,4957,22009
750,erdos_renyi,logarithmic,0.0758051846032993,0.9215700934579439,0.3124020827473385,5092,22029
750,erdos_renyi,logarithmic,0.07982081042557523,0.9216555407209612,0.30304618440708053,4911,22005
750,erdos_renyi,logarithmic,0.07326082495382721,0.9216484201157098,0.2980539750768709,4873,22007
750,barabasi_albert,heuristic,0.20590604026845638,0.7981344014241211,0.8577383071409412,3725,56699
750,barabasi_albert,heuristic,0.20697986577181207,0.79827681352915,0.8347042755205308,3725,56659
750,barabasi_albert,heuristic,0.20348993288590603,0.7980525144637294,0.8577502073103451,3725,56722
750,barabasi_albert,heuristic,0.21422818791946308,0.7981201602136181,0.8431360093360615,3725,56703
750,barabasi_albert,heuristic,0.20644295302013424,0.7979635068980864,0.8406168539117742,3725,56747
750,barabasi_albert,heuristic,0.19731543624161074,0.7979065420560748,0.8388671265937472,3725,56763
750,barabasi_albert,heuristic,0.20429530201342283,0.7981522029372496,0.8520960084578244,3725,56694
750,barabasi_albert,heuristic,0.192751677852349,0.7979350244770805,0.868148294042935,3725,56755
750,barabasi_albert,heuristic,0.2040268456375839,0.7981913662661326,0.8590557484447385,3725,56683
750,barabasi_albert,heuristic,0.20161073825503356,0.7980952380952381,0.8060868420755886,3725,56710
750,barabasi_albert,heuristic,0.19355704697986578,0.7981237205162439,0.838311121477739,3725,56702
750,barabasi_albert,heuristic,0.1991946308724832,0.7982518914107699,0.8368749614680863,3725,56666
750,barabasi_albert,heuristic,0.20751677852348993,0.7980809968847352,0.855843074616917,3725,56714
750,barabasi_albert,heuristic,0.1989261744966443,0.7977926123720516,0.8543448738910745,3725,56795
750,barabasi_albert,heuristic,0.20214765100671142,0.7979492656875835,0.8251615893438434,3725,56751
750,barabasi_albert,heuristic,0.2051006711409396,0.7981628838451269,0.8760099185726177,3725,56691
750,barabasi_albert,heuristic,0.2010738255033557,0.7984014241210503,0.8331477437834593,3725,56624
750,barabasi_albert,heuristic,0.1991946308724832,0.7980631953716066,0.8604275783473804,3725,56719
750,barabasi_albert,heuristic,0.20026845637583893,0.797749888740543,0.8414789840748077,3725,56807
750,barabasi_albert,heuristic,0.21046979865771812,0.7979741878059635,0.8504171515313024,3725,56744
750,barabasi_albert,heuristic,0.20536912751677852,0.7981237205162439,0.8642839651744264,3725,56702
750,barabasi_albert,heuristic,0.20885906040268457,0.7981913662661326,0.8583938361413853,3725,56683
750,barabasi_albert,heuristic,0.20268456375838925,0.7981949265687583,0.8523957151740145,3725,56682
750,barabasi_albert,heuristic,0.1948993288590604,0.7981059190031152,0.8576727348498935,3725,56707
750,barabasi_albert,heuristic,0.19946308724832215,0.7980845571873609,0.8283114810506172,3725,56713
750,barabasi_albert,heuristic,0.20456375838926175,0.7980845571873609,0.8682920384458549,3725,56713
750,barabasi_albert,heuristic,0.19865771812080538,0.7982056074766355,0.8573641101282864,3725,56679
750,barabasi_albert,heuristic,0.20134228187919462,0.797942145082332,0.8542775312843081,3725,56753
750,barabasi_albert,heuristic,0.20214765100671142,0.7982305295950156,0.8067532557923612,3725,56672
750,barabasi_albert,heuristic,0.2032214765100671,0.7983444592790387,0.8581359983629053,3725,56640
750,barabasi_albert,logarithmic,0.07704697986577182,0.9216840231419671,0.677927879550078,3725,21997
750,barabasi_albert,logarithmic,0.07651006711409396,0.9216056964842012,0.6257256722645832,3725,22019
750,barabasi_albert,logarithmic,0.08161073825503355,0.9215202492211838,0.6326519428146881,3725,22043
750,barabasi_albert,logarithmic,0.07838926174496644,0.9216163773920784,0.6391319093863587,3725,22016
750,barabasi_albert,logarithmic,0.07597315436241611,0.9215131286159324,0.6442226707405664,3725,22045
750,barabasi_albert,logarithmic,0.07140939597315436,0.9216199376947041,0.6562732040165727,3725,22015
750,barabasi_albert,logarithmic,0.0738255033557047,0.9215238095238095,0.6394195523696659,3725,22042
750,barabasi_albert,logarithmic,0.08187919463087248,0.9215914552736982,0.6983214172857114,3725,22023
750,barabasi_albert,logarithmic,0.07865771812080537,0.9217481085892301,0.6630471148948703,3725,21979
750,barabasi_albert,logarithmic,0.07704697986577182,0.9216448598130841,0.6573318861309733,3725,22008
750,barabasi_albert,logarithmic,0.08322147651006712,0.9215629728526925,0.7023633286466745,3725,22031
750,barabasi_albert,logarithmic,0.07516778523489932,0.9217908322207388,0.6964035092371221,3725,21967
750,barabasi_albert,logarithmic,0.08080536912751678,0.9216021361815754,0.7561757469308427,3725,22020
750,barabasi_albert,logarithmic,0.0789261744966443,0.9217623497997329,0.6427876087051869,3725,21975
750,barabasi_albert,logarithmic,0.08348993288590605,0.9216697819314642,0.6573462543203378,3725,22001
750,barabasi_albert,logarithmic,0.07516778523489932,0.9216591010235871,0.6473618732693047,3725,22004
750,barabasi_albert,logarithmic,0.08805369127516778,0.9217552291944815,0.7103717862574521,3725,21977
750,barabasi_albert,logarithmic,0.08080536912751678,0.9215344904316867,0.7312387226207857,3725,22039
750,barabasi_albert,logarithmic,0.07624161073825503,0.9216555407209612,0.6443601849561069,3725,22005
750,barabasi_albert,logarithmic,0.07302013422818791,0.9216448598130841,0.5987052853769778,3725,22008
750,barabasi_albert,logarithmic,0.08993288590604027,0.9216128170894526,0.6894378851316977,3725,22017
750,barabasi_albert,logarithmic,0.07570469798657718,0.9217053849577214,0.6550768584368339,3725,21991
750,barabasi_albert,logarithmic,0.08348993288590605,0.9216021361815754,0.6838835656855442,3725,22020
750,barabasi_albert,logarithmic,0.07489932885906041,0.9215558522474411,0.6884396728114437,3725,22033
750,barabasi_albert,logarithmic,0.08322147651006712,0.9217053849577214,0.6918903334898667,3725,21991
750,barabasi_albert,logarithmic,0.08483221476510067,0.921595015576324,0.6512779327261888,3725,22022
750,barabasi_albert,logarithmic,0.0851006711409396,0.9216662216288385,0.6447483885752303,3725,22002
750,barabasi_albert,logarithmic,0.07785234899328859,0.9216484201157098,0.6797629875407354,3725,22007
750,barabasi_albert,logarithmic,0.07651006711409396,0.9217481085892301,0.692369428953604,3725,21979
750,barabasi_albert,logarithmic,0.07731543624161073,0.9214561637739208,0.6499990612456534,3725,22061
750,watts_strogatz,heuristic,0.19813333333333333,0.7982661326212728,0.17578850859015369,3750,56662
750,watts_strogatz,heuristic,0.20453333333333334,0.7982305295950156,0.11835741542379556,3750,56672
750,watts_strogatz,heuristic,0.19653333333333334,0.7980952380952381,0.2065761369483926,3750,56710
750,watts_strogatz,heuristic,0.2064,0.7978460169114374,0.22359908583620952,3750,56780
750,watts_strogatz,heuristic,0.20933333333333334,0.7979136626613262,0.07793602735472989,3750,56761
750,watts_strogatz,heuristic,0.20933333333333334,0.7978104138851803,0.18634958201372825,3750,56790
750,watts_strogatz,heuristic,0.20106666666666667,0.7984477080551847,0.15053983922863964,3750,56611
750,watts_strogatz,heuristic,0.20986666666666667,0.7979314641744548,0.19632387416765978,3750,56756
750,watts_strogatz,heuristic,0.19626666666666667,0.7978460169114374,0.1814522737607855,3750,56780
750,watts_strogatz,heuristic,0.20613333333333334,0.7982234089897642,0.151854282797791,3750,56674
750,watts_strogatz,heuristic,0.19866666666666666,0.7979243435692034,0.1930058409513001,3750,56758
750,watts_strogatz,heuristic,0.19333333333333333,0.7979101023587005,0.19827236394848138,3750,56762
750,watts_strogatz,heuristic,0.2048,0.7977142857142857,0.09465394618503233,3750,56817
750,watts_strogatz,heuristic,0.1944,0.7981415220293725,0.12349543062553776,3750,56697
750,watts_strogatz,heuristic,0.21013333333333334,0.7981735647530039,0.2023898641675668,3750,56688
750,watts_strogatz,heuristic,0.20853333333333332,0.7980596350689808,0.16980734862705268,3750,56720
750,watts_strogatz,heuristic,0.2032,0.7979919893190921,0.1911547314619497,3750,56739
750,watts_strogatz,heuristic,0.2,0.7978923008455718,0.15741315373275827,3750,56767
750,watts_strogatz,heuristic,0.1944,0.797981308411215,0.18372919189076442,3750,56742
750,watts_strogatz,heuristic,0.21306666666666665,0.797789052069426,0.1519853382556345,3750,56796
750,watts_strogatz,heuristic,0.2032,0.7980418335558522,0.09823941302696547,3750,56725
750,watts_strogatz,heuristic,0.19813333333333333,0.7977463284379173,0.13738065513255504,3750,56808
750,watts_strogatz,heuristic,0.208,0.7982661326212728,0.15085025256401088,3750,56662
750,watts_strogatz,heuristic,0.192,0.7980560747663552,0.1433860682612294,3750,56721
750,watts_strogatz,heuristic,0.19973333333333335,0.7981949265687583,0.15444129836404732,3750,56682
750,watts_strogatz,heuristic,0.2152,0.797774810858923,0.108987094201167,3750,56800
750,watts_strogatz,heuristic,0.1992,0.7979955496217178,0.07799355383414723,3750,56738
750,watts_strogatz,heuristic,0.196,0.7982554517133956,0.18032084570241605,3750,56665
